seed,total_patients,overall_average_service_time,overall_average_waiting_time,overall_average_system_time,doctor_mean_service_time,doctor_utilization,nurse_time,ctas1_patient_count,ctas1_mean_waiting,ctas1_mean_service,ctas1_mean_whole,ctas1_mean_nurse,ctas1_mean_bed,ctas2_patient_count,ctas2_mean_waiting,ctas2_mean_service,ctas2_mean_whole,ctas2_mean_nurse,ctas2_mean_bed,ctas3_patient_count,ctas3_mean_waiting,ctas3_mean_service,ctas3_mean_whole,ctas3_mean_nurse,ctas3_mean_bed,ctas4_patient_count,ctas4_mean_waiting,ctas4_mean_service,ctas4_mean_whole,ctas4_mean_nurse,ctas4_mean_bed,ctas5_patient_count,ctas5_mean_waiting,ctas5_mean_service,ctas5_mean_whole,ctas5_mean_nurse,ctas5_mean_bed
38,631,25.57335259682601,42.10252044933848,120.66291083352462,5395.951537563958,0.5353126525361069,23.266059930143868,7,5.124825099330337,80.51233784754244,161.1625410160637,5.124825099330317,75.52537806919095,112,11.796871338909568,34.791073498527666,119.10219658395222,6.89326944089882,72.51425174651514,344,40.47234027373043,26.23952254124896,135.8292343767898,19.865204683698536,69.11737156181034,156,67.5771505266236,16.18926468807202,90.22905101256391,43.27381141873544,6.462635797868163,12,62.08720846357058,10.389820525036646,72.47702898860689,24.05157252748116,0.0
39,691,25.737143159850774,50.746270380170465,128.65004910672735,5974.687493264505,0.5927269338556056,26.691145582950437,8,3.6314883882312188,60.53140272291283,112.07610171984174,3.5559022346288724,47.91321060869768,102,13.57604709442357,41.59240597601637,135.62623890594648,8.230555995027464,80.45778583550657,388,44.526335364738074,26.827390183754698,138.6857736887924,23.0660981623572,67.33204814029965,180,85.04981685653787,13.927358256803922,106.3789009914885,45.935996195453484,7.401725878146626,13,82.05222817427267,10.902878046029524,92.95510622030214,27.499405097900063,0.0
40,698,25.613159969197923,37.279233386096706,112.98046817050567,5973.5341619461715,0.5926125160660883,23.383625877425562,7,3.7825033622411866,55.158403971919086,101.51584224713535,3.7421598984774493,42.57493491297512,103,12.02257390587348,42.81366599037684,121.81710685108976,6.579626109323318,66.98086695483963,396,34.61106402011058,25.736491557972325,127.1735158087431,21.29440527954321,66.8259602306602,185,56.71422744353375,15.083475024435028,78.83198424600431,37.796071241315616,7.034281778035509,7,79.71269123390162,14.282242458625694,93.99493369252741,27.57379765012833,0.0
41,754,26.165157461900623,45.301077475433274,121.58698138928237,6594.9530262314265,0.6542612129197843,23.325303656400035,4,1.4785264245224425,30.905243957289947,116.10657131281187,1.4785264245224812,83.72280093099943,116,11.260733413309685,44.1302046852034,145.42938049069852,6.672107964918098,90.03844239218536,428,43.52436232677135,25.998850305104536,128.1682886414914,20.867061385183444,58.64507600961546,195,69.11299889474529,16.698650415595193,95.6147250612954,37.97368059556523,9.803075750954918,11,67.21739768192741,9.278113212228531,76.49551089415564,42.85730348211871,0.0
42,731,25.743974430236392,36.069511501733004,110.88266731545545,6288.748778167516,0.6238838073578886,22.48467939330542,6,5.539336536743879,64.61323294836225,132.83056242644489,5.519387143623445,62.67799294133885,115,11.546879030162714,36.680386271129755,143.30546340049875,7.44736008500402,95.07819809920647,416,34.71594637777963,26.945138229797553,118.37300057185992,21.33052198797629,56.711915964282674,177,54.77332071399533,15.961393260928011,75.8705460876042,34.96435696463019,5.135832112680897,17,51.11613767906751,10.504551697215652,65.05077921072028,28.502916125375194,3.430089834437212
43,748,23.795011965819725,62.06312912227382,132.67180566922153,5986.88900044706,0.593937400838002,22.445447756067644,8,3.9912160963415317,45.35192521238254,78.01086038525546,3.991216096341836,28.66771907653124,106,13.00958024035522,37.04510429505805,134.65569028337768,7.748006819118301,84.60100574796436,425,53.901044099335,24.855974911758977,135.12622126394027,19.33681425309944,56.36920225284634,192,102.14972055907292,14.504788962360642,125.58538588518779,37.16392949541767,8.930876363754262,17,146.5638388031211,9.433157363949016,164.698968254527,34.256232309051,8.701972087456753
44,744,24.864110219913467,39.57978196368956,111.52599093607999,6212.936631250342,0.6163627610367403,24.699927775946875,8,2.562423928629869,80.87584299363627,112.85806095237353,2.5624239286301456,29.419794030107184,119,12.510833336015095,36.73966611103038,125.77283900996446,7.459791572959311,76.52233956291893,402,37.0462621276246,26.214625458744628,123.3440460286895,21.188569376274277,60.0831584423203,196,60.62139766595562,14.234751487001432,82.58102142704995,41.231068689949794,7.724872274092881,19,61.246205512516006,7.977908767699577,70.27990649493576,45.75985916846626,1.0557922147201622
45,706,26.726915033336873,45.529024918562406,122.17968470566625,6329.923423108015,0.6279685935623031,22.62384192811343,7,4.007364665789802,128.2896188933113,151.7188745874038,4.007364665790038,19.421891028302223,112,14.050201615205083,38.77999387307367,131.4882645281857,7.4546932114199205,78.65806903990685,401,42.38784782371439,26.76467711667883,133.50487738746452,19.929696719990474,64.35235244707131,163,70.41039414194724,15.98587348147526,89.43438722597575,38.61423684257169,3.038119602553225,23,89.8867928910736,12.586194183901114,102.47298707497477,35.80548777622397,0.0
46,708,26.20975495846479,38.39082898410881,109.80795781317224,6220.402014574618,0.6171033744617677,23.02498740904155,7,4.176791304900429,40.338545686128086,80.08323972780454,4.1767913049007435,35.56790273677618,120,10.170927010864473,40.33658044424318,115.43380118145984,6.904580717318533,64.92629372635218,392,35.2172539692379,26.856990643809784,118.11958993573687,20.093840814241315,56.04534532268917,172,64.74146712669513,15.814082303710654,92.00076198998805,41.441275183703496,11.445212559582329,17,58.25071991636308,10.928502874666222,70.84617616290149,25.836407624075957,1.6669533718719722
47,723,25.270379886091984,37.675307933139564,114.89261908042238,6140.782597530444,0.6092046227708773,24.222618135896454,7,3.727033461348453,119.48871307380873,211.00063166405977,3.72703346134832,87.78488512890216,136,12.260029496417621,37.79464993200075,128.80483186752002,6.613685054344764,78.75015243910154,374,34.77256070091303,24.978044878798535,126.57432941846672,21.573507703525213,66.82372383875523,194,61.6807036371166,14.554131063419943,82.63196696098184,42.77399244287752,6.397132260445343,12,47.90001518129808,10.725088700134895,58.62510388143331,18.39634129967821,0.0
